,Unnamed: 0,Organization Name,Form of Organization,Registration date,Registration Status,Organization status,Certificate Issuance date,Certificate Expiry date,Certificate Reference No.
1275,95,SUDAPIN CONSTRUCTION SUPPLIES AND ENGINEERING SERVICES,Single Proprietorship,21-Nov-2012,Platinum,Active,04-Aug-2020,08-Aug-2021,20121162244699782681
1276,96,C-JEM ENTERPRISES,Single Proprietorship,19-Apr-2016,Platinum,Active,07-Aug-2020,07-Aug-2021,201604168714935025602
1277,97,I2 INDUSTRIES MANUFACTURING INC.,Corporation,02-Aug-2013,Platinum,Active,04-Aug-2020,14-Aug-2021,201308783891802263668
1278,98,EVL DUQUE MARKETING,Single Proprietorship,02-Apr-2019,Platinum,Active,05-Aug-2020,05-Aug-2021,20190447701597365
1279,99,FENELLERE TRADING AND CONSTRUCTION SERVICES,Single Proprietorship,06-Mar-2014,Platinum,Active,05-Aug-2020,05-Aug-2021,20140395940666239774
1280,100,"NEW THRIFTY HARDWARE, TINSMITH AND GENERAL MERCHANDISE",Single Proprietorship,05-Mar-2007,Platinum,Active,10-Aug-2020,23-Aug-2021,20070313005455965247
1281,101,SAN JUAN RESORT DEVELOPMENT AND MANAGEMENT CORPORATION,Corporation,09-May-2005,Platinum,Active,07-Aug-2020,12-Aug-2021,2005057287694082965
1282,102,MJM-JSA ENTERPRISE COMPANY,Partnership,12-Feb-2020,Platinum,Active,04-Aug-2020,04-Aug-2021,202002210482552996406
1283,103,CRUZ-ESGUERRA CONSTRUCTION,Single Proprietorship,07-Jun-2006,Platinum,Active,05-Aug-2020,05-Aug-2021,200606103241561777632
1284,104,SICAT MEDICAL SOLUTIONS,Single Proprietorship,22-Apr-2020,Platinum,Active,04-Aug-2020,04-Aug-2021,202004215697752782988
1285,105,RJ COMMERCIAL VENTURES INC,Corporation,27-Jul-2020,Platinum,Active,04-Aug-2020,04-Aug-2021,2020072220411701873174
1286,106,GENSAN RAFOLS INDUSTRIAL MACHINE SHOP INC,Corporation,15-Oct-2012,Platinum,Active,05-Aug-2020,05-Aug-2021,201210605392060007337
1287,107,JAREX COPY SUPPLIES AND SERVICES,Single Proprietorship,11-Apr-2018,Platinum,Active,04-Aug-2020,06-Aug-2021,2018041058071014055389
1288,108,HUBRIS CONSTRUCTION,Single Proprietorship,17-Dec-2018,Platinum,Active,04-Aug-2020,04-Aug-2021,201812626471434803568
1289,109,JQG CONSTRUCTION,Single Proprietorship,19-Jan-2006,Platinum,Active,07-Aug-2020,07-Aug-2021,20060192061862296746
1290,110,CORDERO PLANT NURSERY,Single Proprietorship,21-Aug-2007,Platinum,Active,10-Aug-2020,10-Aug-2021,200708159391111835901
1291,111,"INSTITUTE FOR INTEGRALITY, INC.",Corporation,18-Apr-2013,Platinum,Active,04-Aug-2020,07-Aug-2021,20130470187561340938
1292,112,A.P. CHU CONSTRUCTION,Single Proprietorship,26-Jun-2013,Platinum,Active,07-Aug-2020,07-Aug-2021,201306750621283363104
1293,113,TECH SOLUTIONS INTERNATIONAL,Single Proprietorship,22-Oct-2019,Platinum,Active,07-Aug-2020,07-Aug-2021,2019101406862859298
1294,114,RSFG MARKETING,Single Proprietorship,28-Jul-2020,Platinum,Active,04-Aug-2020,04-Aug-2021,2020072222481891531155
1295,115,RS3 PAPER WHOLESALING,Single Proprietorship,28-Jul-2020,Platinum,Active,07-Aug-2020,07-Aug-2021,2020072222441570220551
1296,116,TOUCHSTONE BUILDERS,Single Proprietorship,19-Jun-2013,Platinum,Active,04-Aug-2020,04-Aug-2021,20130674434208275004
1297,117,T AND E ENTERPRISES,Single Proprietorship,02-Jul-2018,Platinum,Active,07-Aug-2020,07-Aug-2021,201807918151443430110
1298,118,INFORIZ TECHNOLOGY SOLUTIONS,Single Proprietorship,02-Apr-2014,Platinum,Active,05-Aug-2020,05-Aug-2021,20140498479607321938
1299,119,JRD ENTERPRISES,Single Proprietorship,17-Jan-2017,Platinum,Active,04-Aug-2020,06-Aug-2021,20170118540580204550
1300,120,PHILIPPINE CYBERWARRIORS CO. LTD.,Partnership,13-Aug-2018,Platinum,Active,07-Aug-2020,07-Aug-2021,201808840891431039658
1301,121,WHITE HUT INN,Single Proprietorship,14-Feb-2014,Platinum,Active,07-Aug-2020,07-Aug-2021,20140293840591248799
1302,122,TRIPLE A OTOK TRADING,Single Proprietorship,02-Aug-2018,Platinum,Active,05-Aug-2020,05-Aug-2021,201808861338180399
1303,123,WH CATERING PLACE AND SERVICES,Single Proprietorship,14-Feb-2014,Platinum,Active,04-Aug-2020,04-Aug-2021,201402938421766495117
1304,124,NEW MARCING COCOLUMBER AND CONSTRUCTION SUPPLY,Single Proprietorship,19-Aug-2008,Platinum,Active,07-Aug-2020,22-Aug-2021,200808103251345764075
1305,125,CLIA DRUG TESTING LABORATORY,Single Proprietorship,27-Nov-2018,Platinum,Active,03-Aug-2020,03-Aug-2021,201811655621699431883
1306,126,BILANIAN GENERAL CONSTRUCTION,Single Proprietorship,15-Sep-2017,Platinum,Active,04-Aug-2020,04-Aug-2021,201709139859161579402
1307,127,MILKES AUTOPARTS SUPPLY,Single Proprietorship,29-Aug-2013,Platinum,Active,10-Aug-2020,10-Aug-2021,201308802031004854877
1308,128,CHAO-MING CONSTRUCTION SERVICES,Single Proprietorship,28-Jul-2020,Platinum,Active,04-Aug-2020,04-Aug-2021,2020072222841796521841
1309,129,MARIZALOI CONSTRUCTION,Single Proprietorship,07-May-2019,Platinum,Active,07-Aug-2020,19-Aug-2021,20190543547245375576
1310,130,TECH A BYTE ENTERPRISES,Single Proprietorship,04-Oct-2017,Platinum,Active,10-Aug-2020,10-Aug-2021,2017101356491969758318
1311,131,PHARMA HEALTH DISTRIBUTION COMPANY,Partnership,08-Oct-2019,Platinum,Active,05-Aug-2020,05-Aug-2021,201910167241282751181
1312,132,SMBUSAY FASTFOOD AND CATERING SERVICES,Single Proprietorship,16-Dec-2016,Platinum,Active,07-Aug-2020,07-Aug-2021,2016121890351127349306
1313,133,KRIZJEN GENERAL MERCHANDISE/FOOD CATERING SERVICE,Single Proprietorship,07-Feb-2019,Platinum,Active,04-Aug-2020,04-Aug-2021,20190256322635904519
1314,134,NASH STONE CONSTRUCTION,Single Proprietorship,25-Jun-2019,Platinum,Active,10-Aug-2020,10-Aug-2021,20190636619847153697
1315,135,"E. A. SANCHO CONSTRUCTION, INC.",Corporation,04-Sep-2006,Platinum,Active,05-Aug-2020,05-Aug-2021,20060911005118531274
1316,136,ANISCO CONSTRUCTION AND SUPPLY,Single Proprietorship,14-Apr-2019,Platinum,Active,04-Aug-2020,04-Aug-2021,20190446162151324705
1317,137,PREFER ELECTRICAL ENGINEERING & SUPPLY,Single Proprietorship,27-Jul-2007,Platinum,Active,05-Aug-2020,05-Aug-2021,200707154371663585016
1318,138,CLIPDATA COMPUTER CENTER,Single Proprietorship,17-Mar-2010,Platinum,Active,04-Aug-2020,05-Aug-2021,201003328161243881167
1319,139,"THE CROWN BOOK GROUP, INC. DOING BUSINESS UNDER ANY OF THEFOLLOWING NAMES AND STYLES: THE KITCHEN BOOKSTORE, ANAHAWBOOKS, THE FICTION BOOKSTORE, AND RPD PUBLICATIONS",Corporation,25-Jan-2018,Platinum,Active,07-Aug-2020,07-Aug-2021,2018011180001800971632
1320,140,POJADO COPY CENTER AND GENERAL MERCHANDISE,Single Proprietorship,14-Jun-2016,Platinum,Active,04-Aug-2020,04-Aug-2021,2016061741951840605497
1321,141,P.LIWANAG CONSTRUCTION,Single Proprietorship,16-Sep-2016,Platinum,Active,12-Aug-2020,12-Aug-2021,201609185352738319401
1322,142,GESALEM ENTERPRISES,Single Proprietorship,24-Jun-2013,Platinum,Active,14-Aug-2020,02-Sep-2021,20130674863694791924
1323,143,DOMINIQUE PHARMACEUTICALS,Single Proprietorship,18-Feb-2004,Platinum,Active,13-Aug-2020,22-Sep-2021,2004022909337269788
1324,144,ZMJ COMMERCIAL,Single Proprietorship,08-Jun-2014,Platinum,Active,05-Aug-2020,05-Aug-2021,2014061042682083646797
1325,145,EAK FUEL STATION,Single Proprietorship,05-Jul-2017,Platinum,Active,04-Aug-2020,04-Aug-2021,201707153368323906554
1326,146,CADO CONSTRUCTION,Single Proprietorship,02-Oct-2007,Platinum,Active,07-Aug-2020,09-Aug-2021,20071016777701822616
1327,147,HABBILING AND ASSOCIATES LAND SURVEYING SERVICES,Single Proprietorship,13-Feb-2008,Platinum,Active,05-Aug-2020,06-Aug-2021,20080218815908966195
1328,148,MERCO ENTERPRISES,Single Proprietorship,04-Jun-2020,Platinum,Active,04-Aug-2020,04-Aug-2021,202006217697217179764
1329,149,NEW ZMJ TRADING,Single Proprietorship,28-Jan-2014,Platinum,Active,05-Aug-2020,05-Aug-2021,201401922471440914784
1330,150,COJEK INDUSTRIAL SUPPLY,Single Proprietorship,29-Jul-2020,Platinum,Active,07-Aug-2020,07-Aug-2021,2020072223931741935221
1331,151,ARB GAS STATION,Single Proprietorship,11-Aug-2014,Platinum,Active,05-Aug-2020,05-Aug-2021,201408110618386168119
1332,152,"GLOBECARE SERVICES, INC.",Corporation,30-Aug-2007,Platinum,Active,12-Aug-2020,12-Aug-2021,20070816184762922589
1333,153,"JUMP SOLUTIONS, INC.",Corporation,02-May-2011,Platinum,Active,07-Aug-2020,13-Aug-2021,201105147681287683920
1334,154,DJH CONSTRUCTION & GENERAL MERCHANDISE,Single Proprietorship,21-Jan-2014,Platinum,Active,07-Aug-2020,07-Aug-2021,201401915541447714612
1335,155,MUNTOPAR BUILDERS,Single Proprietorship,13-Sep-2007,Platinum,Active,07-Aug-2020,30-Sep-2021,200709164441820158051
1336,156,ATLAS GAS STATION,Single Proprietorship,28-Jul-2020,Platinum,Active,05-Aug-2020,05-Aug-2021,202007222217315403891
1337,157,MANG JOE OFFICE EQUIPMENT AND SUPPLIES TRADING,Single Proprietorship,11-Apr-2019,Platinum,Active,05-Aug-2020,05-Aug-2021,201904463651048656924
1338,158,RACES KITCHEN,Single Proprietorship,11-Apr-2019,Platinum,Active,05-Aug-2020,05-Aug-2021,20190446383537009172
1339,159,JGT MERCHANDISING,Single Proprietorship,24-Oct-2017,Platinum,Active,05-Aug-2020,05-Aug-2021,201710132137580708172
1340,160,KAWAII BUILDERS & SUPPLIES,Single Proprietorship,08-Dec-2017,Platinum,Active,05-Aug-2020,05-Aug-2021,2017121250381073270390
1341,161,TOTSKIE GENERAL MERCHANDISE,Single Proprietorship,06-Jul-2016,Platinum,Active,05-Aug-2020,07-Aug-2021,201607176163885860724
1342,162,AL-MOUBARAK HARDWARE,Single Proprietorship,06-Jan-2016,Platinum,Active,07-Aug-2020,07-Aug-2021,201601157747672123933
1343,163,BINHI PRODUCERS COOPERATIVE,Cooperative,02-Nov-2010,Platinum,Active,05-Aug-2020,05-Aug-2021,20101136678979122266
1344,164,FILKOHAYES SERVICES INC.,Corporation,18-Apr-2012,Platinum,Active,10-Aug-2020,10-Aug-2021,201204518201901728358
1345,165,EHA BUILDERS AND DEVELOPMENT CORPORATION,Corporation,26-Jan-2017,Platinum,Active,07-Aug-2020,07-Aug-2021,2017011839661870228058
1346,166,NASCON BUILDERS,Single Proprietorship,24-Jul-2008,Platinum,Active,05-Aug-2020,05-Aug-2021,200807216761176095456
1347,167,JF DRAF PHARMACEUTICALS CORPORATION,Corporation,06-Feb-2017,Platinum,Active,12-Aug-2020,12-Aug-2021,201702181782696597101
1348,168,ETVR TRADING & CONSTRUCTION,Single Proprietorship,05-Jan-2004,Platinum,Active,05-Aug-2020,05-Aug-2021,2004012208182425896
1349,169,"SLINGSHOT MANILA, INC.",Corporation,29-Jul-2020,Platinum,Active,12-Aug-2020,12-Aug-2021,20200722232789456355
1350,170,DIAMONDSPHERE INCORPORATED,Corporation,05-Aug-2015,Platinum,Active,05-Aug-2020,18-Aug-2021,2015081444081082519088
1351,171,MEDIALINE- AS STYLE,Single Proprietorship,15-Feb-2012,Platinum,Active,05-Aug-2020,05-Aug-2021,201202486331289064797
1352,172,PHARMACEUTICA FILIPINA DE VISAYAS,Single Proprietorship,18-Feb-2004,Platinum,Active,13-Aug-2020,24-Sep-2021,2004022906386855767
1353,173,JEANINE'S EATERY,Single Proprietorship,03-Oct-2014,Platinum,Active,07-Aug-2020,07-Aug-2021,201410115895973737004
1354,174,F.N. CINCO GENERAL MERCHANDISE,Single Proprietorship,21-Jul-2009,Platinum,Active,04-Aug-2020,21-Aug-2021,200907277831508347047
1355,175,CALANAN GENERAL MERCHANDISE,Single Proprietorship,19-Feb-2019,Platinum,Active,04-Aug-2020,04-Aug-2021,20190254343685771693
1356,176,LA HERMOSA PIT STOP SHOP & GENERAL MERCHANDISE INC,Corporation,23-Feb-2016,Platinum,Active,05-Aug-2020,06-Aug-2021,2016021628261710213730
1357,177,E-PRINT MASTER BUSINESS CENTER,Single Proprietorship,29-Jul-2017,Platinum,Active,07-Aug-2020,18-Aug-2021,2017071489501539165451
1358,178,MAGS TRADING & CONSTRUCTION,Single Proprietorship,04-Jul-2014,Platinum,Active,07-Aug-2020,07-Aug-2021,2014071070571395642035
1359,179,"A.T. DUMLAO CONSTRUCTION, INC.",Corporation,03-Jul-2007,Platinum,Active,10-Aug-2020,22-Aug-2021,200707148101516273623
1360,180,"SUN PHARMA PHILIPPINES, INC.",Corporation,30-Aug-2013,Platinum,Active,10-Aug-2020,24-Sep-2021,2013088043457785354
1361,181,"STEEL CENTRE PHILIPPINES, INC.",Corporation,25-May-2006,Platinum,Active,07-Aug-2020,07-Aug-2021,200605102361373759077
1362,182,FASSON MARKETING RESOURCE INC.,Corporation,28-Mar-2016,Platinum,Active,05-Aug-2020,05-Aug-2021,2016031661201877096814
1363,183,RDY BUILDERS CONSTRUCTION & GEN. MERCHANDISE,Single Proprietorship,17-Jan-2012,Platinum,Active,05-Aug-2020,05-Aug-2021,20120147081183989258
1364,184,KIMATU CONSTRUCTION AND ENGINEERING SERVICES,Single Proprietorship,15-Feb-2019,Platinum,Active,07-Aug-2020,07-Aug-2021,20190255030569298828
1365,185,TABADA CONSTRUCTION AND SUPPLIES,Single Proprietorship,22-Aug-2012,Platinum,Active,05-Aug-2020,05-Aug-2021,201208576871262397636
1366,186,ROCKWOOD TRADING,Single Proprietorship,16-Feb-2011,Platinum,Active,05-Aug-2020,05-Aug-2021,201102386491278693195
1367,187,PETROCARE OIL AND LUBES DISTRIBUTOR,Single Proprietorship,30-Jul-2010,Platinum,Active,07-Aug-2020,23-Aug-2021,20100734893872123922
1368,188,"JHAYMARTS INDUSTRIES, INC.",Corporation,14-Apr-2003,Platinum,Active,05-Aug-2020,05-Aug-2021,2003041589303491928
1369,189,HERBAN BUILDERS,Single Proprietorship,05-Aug-2008,Platinum,Active,05-Aug-2020,05-Aug-2021,200808218361034400981
1370,190,DECAROSS MARKETING,Single Proprietorship,02-Aug-2018,Platinum,Active,05-Aug-2020,05-Aug-2021,20180886117736607044
1371,191,MANGUBAT SURVEYING SERVICES,Single Proprietorship,29-Dec-2019,Platinum,Active,07-Aug-2020,07-Aug-2021,2019124136744381798
1372,192,L. B. SPIRES BUILDERS,Single Proprietorship,26-Apr-2005,Platinum,Active,05-Aug-2020,05-Aug-2021,20050472041204408868
1373,193,ECR ENGINEERING AND SUPPLIES SERVICES,Single Proprietorship,08-Jul-2019,Platinum,Active,07-Aug-2020,07-Aug-2021,20190734415156173114
1374,194,AGRICULTURE COOPERATIVE OF PROGRESSIVE LAGUNA,Cooperative,12-Nov-2019,Platinum,Active,05-Aug-2020,05-Aug-2021,201911106801522354826
1375,195,DRIVETECH INDUSTRIAL CORPORATION,Corporation,05-Dec-2012,Platinum,Active,13-Aug-2020,13-Aug-2021,201212629371239861881
1376,196,LANGHOFF PROMOTION PHILIPPINES INC.,Corporation,12-Apr-2012,Platinum,Active,07-Aug-2020,07-Aug-2021,201204516411900420682
1377,197,"GRAINS TRANSPORT MOVERS OF MINDANAO, CO.",Partnership,30-Oct-2008,Platinum,Active,07-Aug-2020,18-Sep-2021,200810232041370507627
1378,198,SHANEL'S FOODHUB,Single Proprietorship,09-Jan-2013,Platinum,Active,05-Aug-2020,05-Aug-2021,201301639391185856990
1379,199,"UNITED INDUSTRIAL GASES, INC.",Corporation,13-Mar-2009,Platinum,Active,05-Aug-2020,05-Aug-2021,2009032538067045527
1380,200,MARCARP ENGINEERING DEVELOPERS AND SUPPLIES,Single Proprietorship,24-Jan-2018,Platinum,Active,12-Aug-2020,05-Sep-2021,201801118626807796255
1381,201,IFUBENG CONSTRUCTION,Single Proprietorship,23-Jul-2019,Platinum,Active,05-Aug-2020,05-Aug-2021,20190731378151939365
1382,202,RANY'S PHARMACY,Single Proprietorship,11-Oct-2013,Platinum,Active,05-Aug-2020,05-Aug-2021,201310846771255859976
1383,203,AVA MEDS DRUG DISTRIBUTION,Single Proprietorship,08-Mar-2016,Platinum,Active,05-Aug-2020,02-Sep-2021,2016031645541743176500
1384,204,128 DRAGON CONSTRUCTION AND SUPPLIES,Single Proprietorship,21-Nov-2011,Platinum,Active,05-Aug-2020,27-Aug-2021,201111455992058157469
1385,205,NAFC-DA MULTI-PURPOSE COOPERATIVE (NADAMCO),Cooperative,31-Mar-2014,Platinum,Active,07-Aug-2020,07-Aug-2021,201403981631691495178
1386,206,METRO MOBILIA CORPORATION,Corporation,13-Jul-2017,Platinum,Active,05-Aug-2020,09-Aug-2021,201707151448429442115
1387,207,"SUNSHINE INTERLINKS PUBLISHING HOUSE, INC.",Corporation,19-Mar-2009,Platinum,Active,12-Aug-2020,12-Aug-2021,200903255681575661812
1388,208,"4 J'S TECH EQUIPMENT, GADGETS & GEN. MERCHANDISE",Single Proprietorship,28-Jan-2016,Platinum,Active,10-Aug-2020,10-Aug-2021,2016011601871850499058
1389,209,PE CONSTRUCTION TRADING,Single Proprietorship,28-Jul-2020,Platinum,Active,05-Aug-2020,05-Aug-2021,2020072222581852215145
1390,210,4C AGRIFARM PRODUCTS AND SUPPLIES,Single Proprietorship,20-Feb-2018,Platinum,Active,05-Aug-2020,05-Aug-2021,2018021143071960572120
1391,211,FB PHARMACY,Single Proprietorship,23-Nov-2016,Platinum,Active,07-Aug-2020,07-Aug-2021,201611192533333941779
1392,212,ARNELIO ANG GENERAL MERCHANDISE,Single Proprietorship,20-Nov-2014,Platinum,Active,07-Aug-2020,07-Aug-2021,201411120350638154258
1393,213,SUN EAST ASIA CORPORATION,Corporation,21-Jul-2004,Platinum,Active,10-Aug-2020,11-Aug-2021,20040745561719644374
1394,214,M.A.C INTERNATIONAL INC.,Corporation,10-Jun-2019,Platinum,Active,12-Aug-2020,12-Aug-2021,201906390241553714725
1395,215,4RUNNER SERVICES INC.,Corporation,09-Mar-2010,Platinum,Active,05-Aug-2020,09-Aug-2021,201003326931646224099
1396,216,MASBATE-ILOILO CONSTRUCTION & TRADING CORP.,Corporation,21-Jun-2007,Platinum,Active,07-Aug-2020,07-Aug-2021,200706144961158676220
1397,217,ECLIPSE CRESCENT GENERAL MERCHANDISE,Single Proprietorship,21-Nov-2018,Platinum,Active,05-Aug-2020,05-Aug-2021,201811663521755420376
1398,218,RIGIDHOOK CONSTRUCTION AND SUPPLIES,Single Proprietorship,10-Dec-2012,Platinum,Active,05-Aug-2020,05-Aug-2021,201212631311674171226
1399,219,MRI CONSTRUCTION,Single Proprietorship,30-Jun-2020,Platinum,Active,05-Aug-2020,05-Aug-2021,20200621965377109211
1400,220,MAGNA MATIC MARKETING,Single Proprietorship,12-Feb-2008,Platinum,Active,07-Aug-2020,07-Aug-2021,20080218804299853818
1401,221,JOY GENERAL MERCHANDISE,Single Proprietorship,03-Dec-2012,Platinum,Active,10-Aug-2020,10-Aug-2021,201212627511577740670
1402,222,HIMULICO CONSTRUCTION AND SUPPLY CORPORATION,Corporation,24-Feb-2014,Platinum,Active,05-Aug-2020,16-Aug-2021,20140294855783283852
1403,223,JBJ TRADING,Single Proprietorship,26-May-2014,Platinum,Active,10-Aug-2020,16-Aug-2021,2014051030581947899584
1404,224,JRTP CONSTRUCTION & SUPPLIES,Single Proprietorship,03-Mar-2020,Platinum,Active,07-Aug-2020,07-Aug-2021,202003212903160984224
1405,225,DAPER CONSTRUCTION AND TRADING,Single Proprietorship,29-Dec-2009,Platinum,Active,07-Aug-2020,07-Aug-2021,200912302041036006324
1406,226,LATO BUILDERS,Single Proprietorship,03-Sep-2009,Platinum,Active,07-Aug-2020,07-Aug-2021,200909284442134121649
1407,227,MINBITS (MINDANAO BUSINESS AND IT SOLUTIONS) CORP,Corporation,27-Feb-2018,Platinum,Active,05-Aug-2020,05-Aug-2021,201802112775300153299
1408,228,"GENUINE ALUMINUM, GLASS SUPPLY AND STEEL FABRICATION",Single Proprietorship,27-May-2009,Platinum,Active,05-Aug-2020,05-Aug-2021,200905268071489643539
1409,229,WBV CONSTRUCTION,Single Proprietorship,19-Aug-2017,Platinum,Active,05-Aug-2020,23-Aug-2021,2017081441771699906442
1410,230,JJM TRADING AND SERVICES,Single Proprietorship,30-Aug-2018,Platinum,Active,05-Aug-2020,05-Aug-2021,201808812161760516354
1411,231,3E ELECTRICAL SALES AND SERVICES,Single Proprietorship,16-Apr-2012,Platinum,Active,07-Aug-2020,07-Aug-2021,201204517291397961618
1412,232,GEMMARAINE ENTERPRISES,Single Proprietorship,11-Jan-2005,Platinum,Active,10-Aug-2020,16-Aug-2021,20050160001062511516
1413,233,ZDP AUTO PARTS TRADING,Single Proprietorship,01-Oct-2015,Platinum,Active,05-Aug-2020,05-Aug-2021,201510150116391964554
1414,234,UNI-Q TRADING,Single Proprietorship,01-Dec-2011,Platinum,Active,05-Aug-2020,31-Aug-2021,20111245831769299482
1415,235,RD ABACIAL CONSTRUCTION,Single Proprietorship,11-Apr-2019,Platinum,Active,07-Aug-2020,07-Aug-2021,201904463791873397517
1416,236,GOLDEN BUILDERS & CONSTRUCTION SUPPLIES,Single Proprietorship,22-Jul-2019,Platinum,Active,05-Aug-2020,05-Aug-2021,201907317491033499974
1417,237,"ERGO EBLOCK, INC.",Corporation,13-Jul-2020,Platinum,Active,07-Aug-2020,07-Aug-2021,2020072208602041526293
1418,238,"ASIA PACIFIC AQUA MARINE, INC.",Corporation,30-May-2013,Platinum,Active,05-Aug-2020,05-Aug-2021,201305730151129926048
1419,239,SELLINE ENGINEERING AND CONSTRUCTION,Single Proprietorship,21-Feb-2017,Platinum,Active,05-Aug-2020,12-Aug-2021,201702178781184398469
1420,240,"REXOR AND COMPANY, INC",Corporation,22-Oct-2001,Platinum,Active,10-Aug-2020,10-Aug-2021,200110202951076461
1421,241,MICROSPHERE SYSTEM TECHNOLOGY,Single Proprietorship,08-Feb-2007,Platinum,Active,07-Aug-2020,29-Aug-2021,20070212557991710997
1422,242,AEON WORLD GROUP CORPORATION,Corporation,20-Mar-2014,Platinum,Active,07-Aug-2020,14-Aug-2021,201403972731388340304
1423,243,"DAVAO BONIFACIO MOTORS, INC.",Corporation,28-May-2013,Platinum,Active,10-Aug-2020,30-Aug-2021,20130572876683365084
1424,244,PLEXUS SYSTEMS INC,Corporation,22-Apr-2014,Platinum,Active,05-Aug-2020,05-Aug-2021,201404999301172569226
1425,245,BLDY ENGINEERING AND CONSTRUCTION,Single Proprietorship,15-Sep-2016,Platinum,Active,10-Aug-2020,10-Aug-2021,2016091850461948418061
1426,246,COCO TECHNOLOGIES CORPORATION,Corporation,10-Sep-2007,Platinum,Active,10-Aug-2020,10-Aug-2021,200709163491472185351
1427,247,MINING PRIMARY MULTIPURPOSE COOPERATIVE,Cooperative,17-Jul-2008,Platinum,Active,07-Aug-2020,30-Sep-2021,200807215872005875513
1428,248,ROADMARKERS INTERNATIONAL INC.,Corporation,30-Aug-2016,Platinum,Active,07-Aug-2020,07-Aug-2021,2016081831911715303950
1429,249,BRIXON JOHN IVAN GENERAL MERCHANDISE,Single Proprietorship,16-Aug-2017,Platinum,Active,05-Aug-2020,05-Aug-2021,2017081456901732638215
1430,250,DZ CARENDERIA,Single Proprietorship,06-Oct-2008,Platinum,Active,12-Aug-2020,12-Aug-2021,200810227321853683255
1431,251,"FCT PUBLISHING, INC.",Corporation,14-Jan-2003,Platinum,Active,05-Aug-2020,16-Aug-2021,2003011325639446397
1432,252,PETROMAN TRADING INC.,Corporation,20-Apr-2017,Platinum,Active,05-Aug-2020,16-Aug-2021,2017041665512024558030
1433,253,"GUARD-ALL ELECTRONIC SECURITY SYSTEMS, INC.",Corporation,21-Jul-2004,Platinum,Active,07-Aug-2020,07-Aug-2021,2004074560353159875
1434,254,BROOKE'S POINT GOV'T. EMPLOYEES MULTI-PURPOSE COOPERATIVE,Cooperative,25-Nov-2015,Platinum,Active,07-Aug-2020,07-Aug-2021,2015111551171943811917
1435,255,L-ZAY MEDICAL ENTERPRISE,Single Proprietorship,24-Feb-2010,Platinum,Active,07-Aug-2020,07-Aug-2021,20100232370876592006
