Procuring Entity name,Edited Start Date,Amount Awarded
Department of Labor and Employment Regional Office No. VIII,2020-06-23,104756.41
LGU-Bayambang,2020-05-27,104655.0
PROVINCIAL GOVERNMENT OF SURIGAO DEL NORTE,2020-06-25,104637.0
Department of Labor and Employment Regional Office No. VIII,2020-05-12,104460.0
CITY GOVERNMENT OF KORONADAL,2020-05-05,104440.0
Department of Labor and Employment Regional Office No. VIII,2020-06-17,104300.0
Department of Labor and Employment Regional Office No. VIII,2020-05-22,104193.0
Panikian Sk,2020-06-17,104107.15
Department of Labor and Employment Regional Office No. VIII,2020-03-31,104091.0
Province of Antique,2020-03-26,104000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-06,104000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-27,104000.0
MUNICIPALITY OF CORELLA,2020-04-23,103990.0
Department of Health - Center for Health Development I,2020-04-27,103967.5
Southern Philippines Medical Center,2020-05-29,103950.0
MUNICIPALITY OF MATAASNAKAHOY,2020-04-21,103950.0
Department of Labor and Employment Regional Office No. VIII,2020-07-16,103873.0
Benguet Provincial Government,2020-05-19,103855.0
MUNICIPALITY OF SAN MARCELINO,2020-03-27,103620.0
Department of Labor and Employment Regional Office No. VIII,2020-04-21,103500.0
Department of Labor and Employment Regional Office No. VIII,2020-03-17,103500.0
Benguet Provincial Government,2020-05-14,103260.0
Department of Labor and Employment Regional Office No. VIII,2020-04-06,103250.0
LOCAL GOVERNMENT UNIT OF ATIMONAN,2020-06-25,103050.0
Barangay GaritaA,2020-04-26,103020.0
Department of Labor and Employment Regional Office No. VIII,2020-05-22,103000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-11,102975.0
Department of Labor and Employment Regional Office No. VIII,2020-05-06,102720.0
DAR-PALAWAN,2020-05-19,102645.0
PHILIPPINE CARABAO CENTER,2020-04-15,102150.0
LGU CALASIAO PANGASINAN,2020-03-16,102055.98
Province of Antique,2020-05-20,102000.0
Municipality of Kalawit,2020-06-01,102000.0
LGU Tagum City,2020-05-26,102000.0
MANILA INTERNATIONAL AIRPORT AUTHORITY,2020-06-05,102000.0
Jose B. Lingad Memorial General Hospital,2020-06-26,102000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-15,102000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-28,101990.0
MUNICIPALITY OF MOLAVE,2020-04-28,101832.5
Department of Labor and Employment Regional Office No. VIII,2020-04-15,101760.0
Department of Health Central Visayas Center for Health Development,2020-03-27,101550.0
Municipal Government of Tulunan,2020-05-11,101510.0
MUNICIPAL GOVERNMENT OF SUAL,2020-04-15,101500.0
MANILA INTERNATIONAL AIRPORT AUTHORITY,2020-06-08,101470.0
ILOCOS TRAINING AND REGIONAL AND MEDICAL CENTER,2020-06-24,101400.0
Department of Labor and Employment Regional Office No. VIII,2020-05-18,101390.0
LGU Tagbilaran City,2020-05-05,101250.0
MUNICIPALITY OF BINMALEY,2020-07-11,101250.0
Department of Labor and Employment Regional Office No. VIII,2020-06-03,101150.0
Municipal Government of Tadian,2020-05-28,101090.0
Municipality of Padre Burgos Quezon,2020-05-25,101000.0
LGU Binangonan,2020-05-01,101000.0
Authority of the Freeport Area of Bataan,2020-03-23,100958.4
Authority of the Freeport Area of Bataan,2020-03-23,100958.4
Authority of the Freeport Area of Bataan,2020-05-15,100900.0
Department of Labor and Employment Regional Office No. VIII,2020-05-04,100800.0
Department of Labor and Employment Regional Office No. VIII,2020-03-16,100800.0
Department of Labor and Employment Regional Office No. VIII,2020-05-15,100800.0
Department of Labor and Employment Regional Office No. VIII,2020-03-23,100777.4
Municipal Government of Quezon,2020-06-03,100755.0
Southern Philippines Medical Center,2020-04-04,100728.0
Department of Labor and Employment Regional Office No. VIII,2020-05-06,100720.0
Municipality of Santa Catalina,2020-06-17,100650.0
Department of Science and Technology Regional Office 1,2020-04-27,100640.0
LGU CALASIAO PANGASINAN,2020-03-23,100595.0
Department of Labor and Employment Regional Office No. VIII,2020-04-08,100500.0
Department of Labor and Employment Regional Office No. VIII,2020-05-19,100400.0
MUNICIPALITY OF BINMALEY,2020-03-17,100269.0
Municipality of Agoncillo,2020-04-01,100160.0
MUNICIPALITY OF BINMALEY,2020-07-01,100150.0
Research Institute for Tropical Medicine (RITM-DOH),2020-07-20,100026.0
MUNICIPALITY OF MOLAVE,2020-04-28,100014.0
Department of Science and Technology Regional Office 1,2020-04-20,100000.0
Philippine Rice Research Institute,2020-03-12,100000.0
DEPARTMENT OF AGRARIAN REFORM-PANGASINAN,2020-05-19,100000.0
LGU-Labo,2020-04-17,100000.0
MUNICIPALITY OF PAKIL,2020-05-07,100000.0
Sangguniang Kabataan of Melgar B,2020-06-11,100000.0
Research Institute for Tropical Medicine (RITM-DOH),2020-07-06,100000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-15,100000.0
DEPARTMENT OF TRADE & INDUSTRY - 9,2020-06-22,100000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-02,100000.0
Department of Health - Center for Health Development I,2020-06-25,100000.0
City Government of Tacurong,2020-06-15,100000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-26,100000.0
DEPARTMENT OF TRADE & INDUSTRY - 9,2020-06-18,100000.0
LGU-San Isidro,2020-04-28,100000.0
ILOCOS TRAINING AND REGIONAL AND MEDICAL CENTER,2020-06-26,100000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-16,100000.0
Municipality of Santa Catalina,2020-06-18,100000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-05,100000.0
LOCAL GOVERNMENT UNIT OF TITAY,2020-06-23,100000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-14,100000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-13,100000.0
Department of Health Central Visayas Center for Health Development,2020-06-03,100000.0
Department of Health Central Visayas Center for Health Development,2020-06-09,100000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-18,100000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-13,100000.0
PROVINCIAL GOVERNMENT OF AURORA,2020-04-29,100000.0
Local Government Unit of Oton,2020-03-23,100000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-06,100000.0
LOCAL GOVERNMENT UNIT OF ATIMONAN,2020-06-29,100000.0
Local Government Unit of Oton,2020-06-05,100000.0
Department of Labor and Employment Regional Office No. VIII,2020-03-18,100000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-14,100000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-15,100000.0
CITY GOVERNMENT OF KORONADAL,2019-06-18,100000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-25,100000.0
ILOCOS TRAINING AND REGIONAL AND MEDICAL CENTER,2020-07-07,100000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-30,100000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-29,100000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-06,100000.0
LOCAL GOVERNMENT OF SAN LUIS,2020-06-22,99995.0
Department of Labor and Employment Regional Office No. VIII,2020-05-28,99995.0
Department of Labor and Employment Regional Office No. VIII,2020-05-05,99994.4
Department of Labor and Employment Regional Office No. VIII,2020-04-22,99989.0
Department of Labor and Employment Regional Office No. VIII,2020-05-14,99975.0
LOCAL GOVERNMENT OF MARIA AURORA,2020-06-11,99930.0
Municipality of Padre Burgos Quezon,2020-04-20,99908.86
LOCAL GOVERNMENT OF MARIA AURORA,2020-05-21,99900.0
LGU-DAET,2020-05-15,99900.0
LOCAL GOVERNMENT OF SAN LUIS,2020-06-03,99900.0
DEPARTMENT OF TRADE & INDUSTRY - 9,2020-06-23,99900.0
Local Government Unit of the Island Garden City of Samal,2020-07-02,99900.0
Talavera General Hospital,2020-05-05,99900.0
Department of Labor and Employment Regional Office No. VIII,2020-05-28,99900.0
LOCAL GOVERNMENT UNIT-DEL GALLEGO,2020-04-23,99880.0
Department of Labor and Employment Regional Office No. VIII,2020-04-27,99870.0
Department of Labor and Employment Regional Office No. VIII,2020-06-15,99850.0
LGU Perez Quezon,2020-04-03,99818.0
ILOCOS TRAINING AND REGIONAL AND MEDICAL CENTER,2020-05-13,99800.0
Department of Labor and Employment Regional Office No. VIII,2020-06-15,99800.0
Municipality of Tanay,2020-06-16,99770.0
Department of Labor and Employment Regional Office No. VIII,2020-07-06,99721.0
LOCAL GOVERNMENT OF SAN LUIS,2020-07-01,99608.12
National Economic and Development Authority,2020-05-28,99603.0
Municipality of Montevista,2020-04-27,99600.0
LGU-VALDERRAMA,2020-03-16,99600.0
LGU- LEMERY,2020-04-13,99599.92
LGU Tagum City,2020-04-08,99584.0
Department of Labor and Employment Regional Office No. VIII,2020-04-24,99577.5
Department of Labor and Employment Regional Office No. VIII,2020-05-18,99560.0
Department of Labor and Employment Regional Office No. VIII,2020-05-28,99540.0
LGU - Bokod,2020-05-19,99510.0
CITY GOVERNMENT OF KORONADAL,2020-06-30,99500.0
Department of Labor and Employment Regional Office No. VIII,2020-06-25,99470.0
LGU-VALDERRAMA,2020-04-06,99400.0
DOST-PCAARRD,2020-05-29,99322.31
LOCAL GOVERNMENT OF MARIA AURORA,2020-04-22,99300.0
LOCAL GOVERNMENT OF MARIA AURORA,2020-04-29,99300.0
LOCAL GOVERNMENT OF MARIA AURORA,2020-05-29,99300.0
Department of Labor and Employment Regional Office No. VIII,2020-06-11,99200.0
Department of Labor and Employment Regional Office No. VIII,2020-05-14,99200.0
Department of Labor and Employment Regional Office No. VIII,2020-06-08,99170.0
LGU -SANTA CRUZ LAGUNA,2020-05-21,99090.0
Authority of the Freeport Area of Bataan,2020-03-27,99000.0
Local Government Unit of the Island Garden City of Samal,2020-05-06,99000.0
Local Government Unit of the Island Garden City of Samal,2020-03-26,99000.0
SAN LORENZO RUIZ GENERAL HOSPITAL,2020-06-16,99000.0
DOH - Davao Center for Health Development,2020-06-04,99000.0
ILOCOS TRAINING AND REGIONAL AND MEDICAL CENTER,2020-07-02,99000.0
Department of Labor and Employment Regional Office No. VIII,2020-07-02,99000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-06,99000.0
DEPARTMENT OF AGRARIAN REFORM,2020-06-26,98990.0
Department of Labor and Employment Regional Office No. VIII,2020-06-20,98900.0
LGU-DAET,2020-05-08,98750.0
LGU POLANCO,2020-04-07,98681.9
MUNICIPALITY OF PAKIL,2020-04-16,98653.6
Municipality of Gregorio del Pilar,2020-05-06,98555.0
CITY GOVERNMENT OF VIGAN,2020-06-01,98500.0
Province of Antique,2020-06-04,98500.0
Department of Labor and Employment Regional Office No. VIII,2020-06-15,98500.0
LOCAL GOVERNMENT OF MARIA AURORA,2020-05-07,98400.0
Provincial Government of Pangasinan,2020-06-18,98400.0
Department of Labor and Employment Regional Office No. VIII,2020-04-22,98400.0
MUNICIPAL GOVERNMENT OF MARAMAG,2020-04-28,98320.0
MUNICIPALITY OF PAKIL,2020-05-21,98000.0
LOCAL GOVERNMENT OF SAN LUIS,2020-06-03,98000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-27,98000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-10,98000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-22,97960.0
Department of Labor and Employment Regional Office No. VIII,2020-04-22,97909.0
Barangay Pinagsanhan B,2020-04-02,97850.0
Research Institute for Tropical Medicine (RITM-DOH),2020-06-25,97800.0
Office of Civil Defense,2020-07-07,97680.0
Municipality of Batad Iloilo,2020-05-21,97627.5
Department of Labor and Employment Regional Office No. VIII,2020-05-06,97600.0
Department of Health Central Visayas Center for Health Development,2020-04-07,97600.0
MUNICIPALITY OF MOLAVE,2020-04-13,97558.9
Department of Labor and Employment Regional Office No. VIII,2020-05-26,97535.0
Department of Labor and Employment Regional Office No. VIII,2020-06-01,97515.0
MUNICIPALITY OF BINMALEY,2020-04-09,97500.0
MUNICIPALITY OF BINMALEY,2020-04-09,97500.0
Municipality of Bantay,2020-05-19,97500.0
Department of Labor and Employment Regional Office No. VIII,2020-06-16,97500.0
Department of Labor and Employment Regional Office No. VIII,2020-05-14,97500.0
Department of Labor and Employment Regional Office No. VIII,2020-05-04,97500.0
LGU-VALDERRAMA,2020-04-20,97500.0
Department of Labor and Employment Regional Office No. VIII,2020-05-19,97500.0
Local Government Unit - Santa Rosa,2020-05-01,97500.0
LGU-Bayambang,2020-06-11,97500.0
Department of Labor and Employment Regional Office No. VIII,2020-04-20,97450.0
Municipal Government of Quezon,2020-06-03,97377.15
Department of Labor and Employment Regional Office No. VIII,2020-03-31,97200.0
Local Government Unit - Municipality of San Nicolas,2020-04-01,97059.0
Province of Antique,2020-05-22,97050.0
Department of Labor and Employment Regional Office No. VIII,2020-05-22,97050.0
MUNICIPALITY OF MOLAVE,2020-05-22,97020.0
Department of Labor and Employment Regional Office No. VIII,2020-05-14,96790.0
Department of Labor and Employment Regional Office No. VIII,2020-03-26,96774.68
Department of Labor and Employment Regional Office No. VIII,2020-05-06,96700.0
Department of Labor and Employment Regional Office No. VIII,2020-04-20,96660.0
Department of Labor and Employment Regional Office No. VIII,2020-04-29,96600.0
LOCAL GOVERNMENT OF MARIA AURORA,2020-05-21,96500.0
Department of Labor and Employment Regional Office No. VIII,2020-05-21,96500.0
Department of Labor and Employment Regional Office No. VIII,2020-05-20,96500.0
Municipal Government of Quezon,2020-04-22,96320.0
LGU DAPA,2020-06-26,96270.0
City Government of Baguio,2020-03-26,96250.0
MUNICIPALITY OF MARCOS ILOCOS NORTE,2020-03-27,96180.0
Municipal Government of Carmona,2020-06-22,96050.0
LGU-TUKURAN,2020-04-21,96000.0
LGU POLANCO,2020-05-21,96000.0
LGU-Labo,2020-06-22,96000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-12,96000.0
MANILA INTERNATIONAL AIRPORT AUTHORITY,2020-04-21,96000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-07,96000.0
MUNICIPALITY OF MATAASNAKAHOY,2020-05-13,96000.0
Talisay District Hospital,2020-05-27,96000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-05,95970.0
Jose B. Lingad Memorial General Hospital,2020-03-31,95720.0
Jose B. Lingad Memorial General Hospital,2020-03-26,95720.0
Jose B. Lingad Memorial General Hospital,2020-04-07,95720.0
MUNICIPALITY OF MARCOS ILOCOS NORTE,2020-03-26,95550.0
Department of Labor and Employment Regional Office No. VIII,2020-05-07,95486.0
Provincial Government of Pangasinan,2020-05-19,95468.0
Department of Labor and Employment Regional Office No. VIII,2020-03-25,95425.0
Department of Labor and Employment Regional Office No. VIII,2020-04-06,95360.0
LGU Perez Quezon,2020-05-20,95260.0
Local Government Unit - Municipality of San Nicolas,2020-04-01,95200.0
Department of Labor and Employment Regional Office No. VIII,2020-06-17,95200.0
City Government of Taguig,2020-05-22,95200.0
Department of Labor and Employment Regional Office No. VIII,2020-05-28,95110.0
Municipal Government of Moncada,2020-05-05,95100.0
Department of Labor and Employment Regional Office No. VIII,2020-06-05,95000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-12,95000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-21,95000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-17,95000.0
LGU Tagum City,2020-06-02,95000.0
PROVINCIAL GOVERNMENT OF SURIGAO DEL NORTE,2020-06-08,95000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-08,95000.0
Department of Health Central Visayas Center for Health Development,2020-05-12,95000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-21,95000.0
Talisay District Hospital,2020-06-02,95000.0
LGU-Bayambang,2020-06-19,95000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-13,94761.0
Department of Labor and Employment Regional Office No. VIII,2020-04-27,94761.0
LGU Tagum City,2020-04-30,94750.0
CITY GOVERNMENT OF VIGAN,2020-05-04,94720.0
PHILIPPINE CARABAO CENTER,2020-04-13,94662.0
LGU-DAET,2020-04-21,94620.0
