Name Of Awarded Company,Amount Awarded
Triple Star Marketing,198750.0
RAF OFFICE SUPPLIES AND EQUIPMENT TRADING,198612.0
Medical Test Systems Inc,198513.0
ICO'S CATERING SERVICES,198400.0
MAURA GESHA'S STORE,198332.0
RICH SPOON CATERING SERVICES,198240.0
"E-LIFE PHARMA, INC.",198200.0
J AGRO TRADERS CORPORATION,198000.0
Procurement of Various Medical Supplies with Purchase Request Number 07-00001-C,198000.0
Biomedico Trading,197970.0
ROBERTO B. BAÃ‘ES,197950.0
MegaSDM Industrial Sales Co.LTD.,197600.0
M.B. Sanitation Supplies,197515.0
TIGER OIL GAS S TATION,197267.9
zuellig pharma corp.,197120.0
ZAMBOANGA MEDICAL SUPPLIES EQUIPMENT & GEN. MDSE,197120.0
"Berovan Marketing,Inc.",197084.0
GREENERGY VENTURES CORPORATION,196047.0
"COMMUNITY MEDIA NETWORK (COMNET), INC.",196015.0
168 Paragon International General Contractor & Equipment,196000.0
GLENNIELLE'S FOOD HOUSE AND CATERING SERVICES,196000.0
Garie and Josie Meat Shop,195915.0
ATSKI GEMS AND FASHION TRENDS,195853.0
KYLE WILLIAM ENTERPRISES,195628.0
"QUEBEC PHARMACEUTICALS, INC.",195350.0
MCJ Summit Enterprise,195248.0
TRISK WARES TRADING,195000.0
JELEEBEE SUPERMART,195000.0
ATS HOME INTERIORS,195000.0
Pink 24/7 Pharmacy Corp,195000.0
BINGAWAN GASOLINE STATION,194999.88
Cafe Bernadette,194650.0
"Biomedica Healthcare, Inc.",194550.0
"LJ Mobile Catering Services, Ipil",194124.36
HDM TECHNOLOGIES INC.,194119.95
INEX STAGESYSTEMS CORP.,194000.0
Yokoisada Phils. Corp.,193750.0
MAGIC CLUB INCORPORATED,193499.0
PADUA RICE RETAILER,193000.0
HANJENN ENTERPRISES,192990.0
Brainen general Merchandise,192500.0
Reinsdale Enterprise,192000.0
"TWO BROTHERS GROCERY, INC.",191500.0
MACRIK PHILS. VENTURE INC.,191250.0
POSITIVE TRAVEL AND TOURS,191164.79
GALMOR HARDWARE AND CONSTRUCTION SUPPLIES,191031.0
APT Drugs Trading,190800.0
AMORETTE RESTAURANT & CATERING SERVICES,190481.0
ZUELLIG PHARMA CORP.,190440.4
RJS MARKETING,190384.0
Xamax General Enterprises,190340.0
AJDS Marketing,190000.0
STALL CONSTRUCTION SUPPLIES & SERVICES,190000.0
"MEDTEK MEDICAL TRENDS & TECHNOLOGIES, INC",190000.0
TRICHE MEDICAL SUPPLY,190000.0
"MEDICAL TRENDS & TECHNOLOGIES (MEDT2EK), INC.",190000.0
HAMILTON PHILIPPINES INC.,189990.0
DYSECKO Enterprises Corporation,189500.0
Panukulan Sari-Sari Store,189483.0
BSU Garments,189000.0
Sun East Asia Corporation,188850.0
RPD Chem Enterprises,188610.0
Umblas Sari-Sari Store,188530.0
"MANDAUE FOAM INDUSTRIES, INC.",188289.2
"Phil. Pharmawealth, Inc.",188161.2
MJCL CCTV Installation & Security Product,188000.0
Golden V Shell Station,187780.46
TOP ONE PHARMA,187650.0
Microgenetix Inc,187500.0
CHRONOTECH MEDICAL SUPPLIES AND SERVICES,187500.0
LSV GLOBAL VENTURES INC.,187500.0
RIGHT CHOISE MEDICAL PRODUCTS,187188.5
G-MAR TRADING,186750.0
TeamDigital Advertising,186750.0
PRIMEGOLD CARE TRADING,186240.0
NISSI RAPHA DRUG MART,185376.0
Danilo Bool,185000.0
MYLIN BOOL,185000.0
S.O.S. Minimart Grocery Products Distribution,185000.0
Pedro Aday,185000.0
Medisafe Philippines Inc.,185000.0
Joseph Mendoza,185000.0
Cynthia Bersoto,185000.0
GERMZERO ADVANCE CLEANING SOLUTIONS,184000.0
Medtrends Distributors Corp.,184000.0
JAKKMAR MEDICAL SUPPLY,183870.0
Savers Electronic World,183733.21999999997
J-Son Meat Shop,183720.0
"St. John Lumber & Hardware, Inc.",183644.0
KEC Electrical Construction Services,183484.98
Puregold,182674.94999999998
JENNY & NOY CATERING,182400.0
Ederlina R. Panelo,182210.0
DKD Marketing,182000.0
BATAAN PENINSULA MEDICAL CENTER,181912.5
SUNRAY'S BUILDER AND CONSTRUCTION SUPPLIES,181785.0
S.V. ANG HARDWARE CORPORATION,181656.0
F.C. Andres Drug Distributor,180950.0
"JAYLO SUNAYAN, JR.",180895.0
Ellen Fruit and Vegetables Retailer,180852.95
"Ace Electronic Technology, Inc.",180840.0
ELJ1 Medical Shop,180800.0
ACON STORE,180648.0
BNRG Catering,180075.0
Pedro Restaurant,180036.37
JEUS CANTEEN AND CATERING SERVICES,180000.0
Eliasaph Diagnostic Solutions Inc.,180000.0
"NEWTON INTEGRATED SOLUTIONS, INC.",180000.0
REYNALDO A. MARIÃ‘O,180000.0
JANFRANZ STORE,180000.0
Gameville Corporation,180000.0
ARLENE PACLIBAR,180000.0
Sy Medical Trading Corporation,180000.0
AVN Elevator and Escalator Installation Services,180000.0
QMEDS ENTERPRISE,180000.0
SAINT MARK CONSTRUCTION SUPPLY,180000.0
MARIBERT CORPORATION,180000.0
(FMEI)- Fernando Medical Enterprises Inc.,180000.0
Jenie Rice Trading,180000.0
HBC ENTERPRISES,179990.0
"NEMA ELECTRICAL & INDUSTRIAL SALES, INC.",179902.8
XIANEX MARKETING,179700.0
Bering Store,179600.0
Panamed Phils. Inc.,179430.0
A4M Water Equipment and Supplies,178776.4
MI TIENDA TRADING,178452.0
Jocim Office Supplies and Equipment Trading,178250.0
K101 PHARMA,178050.0
Shan Pharmaceutical Dealer & Drug Store,178000.0
MMD Glassware and General Merchandise,177730.0
JF Llagas Enterprises,177670.0
Genruz Construction & Supplies,177600.0
JOEL CALEDA,177600.0
"Janissa Healthcare Philippines, Inc.",177250.0
JONECO TECH. MARKETING CORP.,177000.0
DBM-PS ZAMBOANGA SUB DEPOT,176091.16
International Sanitization and Protection Supplier (Philippine Vision Group) Inc,176000.0
EZMEDS PHARMA CO.,175958.0
ADVENTURE TECHNOLOGY OUTFITTERS,175800.0
Winmarie General Merchandise,175310.0
G. Ingles General Merchandise,175250.0
MILAWIN AUTO GLASS & ALUMINUM SUPPLY,175062.56
COLORITE MARKETING CORP.,175014.0
FERNANDO MEDICAL ENTERPRISES INC.,175000.0
LIRAG AGRARIAN REFORM FARMERS BENEFICIARIES COOPERATIVE,174788.0
LAMANOSA STORE,174500.0
R.E PHARMACEUTICALS,174400.0
Businessworld Publishing Corporation,174384.0
Johnclea Catering Services,174250.0
Stratoslev Co.,174000.0
Micel Corporation,173864.5
CARASCO STORE,173760.0
MA. CATALAN STORE,173715.0
"OLTEN INSTRUMENTS, PHILS.CORP.",173600.0
Mamawag Constructtion,173228.0
SAFETY MEDICAL TRAINING,173175.0
Cebu Glass Supply,173100.0
RICHELLE STICKER SIGN,172515.0
MED-LINES PHARMACEUTICAL PRODUCTS,172500.0
P.T. CERNA CORP.,172500.0
RAZEL & RUSSEL VARIETY STORE/RAMIL HERNANDEZ,172200.0
Acosta Electrical and Plumbing Supplies,171439.0
"YAP MABUHAY ENTERPRISES, INC.",171405.0
GME-MPC,171061.0
Rayos Trading and General Merchandise,170960.0
CRIS CABARUBBIAS,170740.5
RJC Rice & Corn Trading,170500.0
NOE MED TRAIDING,170050.0
Golden Egg Builder,170000.0
METRO GLOBE TRADING,170000.0
NPLACABE MEAT VENDOR,170000.0
Bataan Manufacturing Company Inc,170000.0
SIKER TRADING,169428.58000000002
"I.E. Medica, Inc.",169400.0
Baguio's Finest Security Agency,169300.0
GAISANO CAPITAL BINANGONAN,169235.45
MN PARENTS SLP ASSOCIATION,169092.0
Dexy Claire Gen. Merchandise,168900.0
"LIBERTY AND SON'S LA UNION,INC",168526.0
MCR Store,168520.0
Boos Nik Enterprise,168500.0
J ARBEY ENTERPRISES,168360.0
"Nikki's Multi-Concepts & Construction Services,Inc.",168150.0
Sandy Malgapo Ferrer/Greenland Leisure Suites,168000.0
OWATAN GASOLINE STATION,167915.0
CALSUM STORE,167900.0
RAV-A PHARMACEUTICAL,167664.8
FRAMIE WHITEHEAD,167582.7
"IDS Medical Systems Phils., Inc.",167500.0
ZY TRADING,167475.0
MILAWIN AUTO GLASS AND ALUMINUM SUPPLY,166950.0
Creek Traveller Cottages,166740.0
Ruga Rice Retailer,166700.0
"ZPH Digital Technologies, OPC",166639.34
SAM-SAM STORE,165600.0
SONDY ELECTRONIC AND ELECTRICAL SOLUTION,165032.0
MICAELA'S CATERING SERVICES,165000.0
DBRK. STORE,165000.0
MEG Enterprise,165000.0
GCM PHARMACEUTICAL DEALER,165000.0
BILTMORE TRAVEL AND TOURS CORPORATION,165000.0
DESULLAN STORE,164970.0
"General Electrics Philippines, Inc.",164656.27
Choz-A-Medz,164491.0
Twis Catering Services,163875.0
Arm Art Garment,163250.0
La Trinidad Electrical Supply & General Merchandise,163000.0
"LGR ATHLETIC WEARS, INC",162960.0
BEN-SIR ADVERTISING & PRINTING SUPPLIES,162500.0
GENACE PHARMA DISTRIBUTOR,162500.0
Grick Enterprises & Engineering Services,162415.0
nonima pharma trading,162300.0
S and S Food Haus,162158.0
VITA J 88 Pharma House,162000.0
12 Good Tribes Enterprises,161850.0
DBM-PROCUREMENT SERVICES,161607.5
Kelsey's Trading,161500.0
Allday Supermarket,161476.5
Prime Link Pharmaceutical,161235.0
Albay Computer Electronics Supply and Repair,160980.0
Mypercom Advertising,160800.0
MAYTWENTYFIRST TRADING,160186.0
BIKOL STORE,160039.5
tlc health and wellness center,160000.0
RAN Construction Supply,160000.0
D&C DRUGSTORE AND GENERAL MERCHANDISE,160000.0
JREV Pharma Drug DIstributor,160000.0
"Super MLD Trading, Leasing & Services, Inc.",160000.0
IDS Medical Systems Phils. Inc.,160000.0
TAMBO RICE AND CORN MILL,160000.0
DV Square Concept and Ventures Corp,160000.0
Tom'ele-KT Power Systems Inc,160000.0
RIA RUBY PENSION HOUSE & FOOD SERVICES,159880.0
NIG MARKETING CORPORATION,159200.0
SQUEEGEE PRINTWORX & SOUVENIRS,159000.0
Rene S. Quingco,158600.0
VALLERY ENTERPRISES,158500.0
Three Kings General Merchandise,158022.0
VARIOUS,157834.0
Marites Catering Servuces,157500.0
LEE ANN' S CATERING SERVICES,157250.0
BAYAMBANG LGU EMPLOYEES CONSUMER COOPERATIVE,157090.0
Bethel's Karan-an and Catering Services,157000.0
"Rock Diwata Builders, Inc",156903.0
INTERNATIONAL PHARMACEUTICALS INCORPORATED,156900.0
TRN Enterprises,156720.0
Nikki's Multi Concepts & Construction Services Inc.,156608.0
CABRAL BICOLANDIA SUPERMARKET,156187.25
JCA Medical Supplies,156000.0
ROMY R. MAQUILING,156000.0
"SILICON VALLEY COMPUTER GROUP PHILS., INC.",156000.0
Desmark Corp.,155995.0
Kimberly Dawn Trading,155793.74
"JHG TRADING, INC.",155595.0
Villacastin Catering Services,155500.0
BF Merren Pharmaceuticals,155500.0
DBM Procurement Service,155132.0
I.O.S MARKETING CORPORATION,155000.0
NUMERO 6 GENERAL MERCHANDISING,154261.0
Joneco Tech Marketing Corp.,154060.0
Instatech,154000.0
ECD Enterprises,153208.0
siker trading,153000.0
RAMIL T. HERNANDEZ,153000.0
WYN'S CONSTRUCTION SUPPLIES,152976.0
AJ Joylen Store,152880.0
"Dental Concepts, Inc.",152787.94
A.V. Laynes Trading and Construction,152698.0
BEB'S DRYGOOD STORE,152640.0
"EC Zuric Biotherapies, Inc.",152250.0
"John Kriska Distribution Center, Inc.",152184.0
Mak-C General Merchandise,152000.0
Simsu Trading,151750.0
TIONG SAN LA TRINIDAD,151200.0
JAGAS MEDICANDENTA CORP.,151200.0
Global Medical Technologies Manila Inc.,151191.96
LEE ANNâ€™S CATERING SERVICES,150990.0
VENCILL CUISINE,150840.0
Thesson's Marketing,150500.0
STARGAS CORPORATION,150325.73
MK Blessed Printing Shop,150200.0
BETTY P. TAURO,150150.0
"PARAMED PHARMACEUTICALS, INC.",150000.0
RSG Marketing Corporation,150000.0
MMJS Pharmacy and Medical Supplies,150000.0
Pedio's Metal Craft,150000.0
BD Scientia Medical and Diagnostic Supplies,150000.0
"BATAAN MANUFACTURING COMPANY, INC.",150000.0
Cefekur Garments Industry,150000.0
CARESOURCE MEDICAL SUPPLIES,150000.0
"PANAMED PHIL., INC.",150000.0
RAMFUELS PETROLEUM TRADING,150000.0
Imelda S. Sapurco,150000.0
LUCKYCROWN TRADING,149990.75
Virac Gasoline Station,149985.0
Comsat Trading Enterprises,149980.0
WHITE ROSE PETRON SERVICE STATION,149855.71
"MEDISAFE PHILIPPINES, INC.",149760.0
BLC Commercial,149710.0
D'RIO MARKETING,149600.0
BAGNOS MPC,149600.0
CENTERA MART,149278.0
DOTON TRADING,149034.5
SANTOL MARKETING,149000.0
PA2VIN CANVAS STORE,149000.0
PRO POOR PHARMA,148999.0
J & J Tools and General Merchandise,148980.0
APT DRUG TRADING,148810.0
Annabelle Onie CAtering Services,148500.0
1 TO 1 MARKETING INC.,148470.01
Easylife Medical Enterprise,148300.8
CME MEDBIO MERKETING,148000.0
UNIQFORM TRADING,147950.0
The Tent City Rentals and SalesCorporation,147840.0
LTS RETAIL SPECIALISTS INC,147718.5
Benz-Cy Enterprises Inc.,147600.0
PC Lane Marketing,147110.0
PAYLANGCO DRY GOOD STORE,147030.0
EJJP ENTERPRISES,147000.0
Geff Enterprise,147000.0
Hospeco Hygene Specialist,147000.0
ACCESS OFFICE SYSTEM,147000.0
Print All Station,146548.0
BF MERREN PHARMACUETICALS,146400.0
CANDICE MEGAMART,146303.3
Gevans General Merchandise,145792.0
TPL ELECTRICAL AND CONSTRUCTION SUPPLY,145407.19
LAURO ARAFILES,145221.75
S.T. Salcedo Construction Corp.,145000.0
Green Yields Agri-Enterprises,145000.0
PERIA SEAFRONT PENSIONE,144410.0
CALUMPANG-BINANGONAN PETRON SERVICE STATION,144143.11
FILDENT TRADING,144100.0
METRO HARDWARE AND HOMEWARE,144014.0
Inkrite Ink Refilling Station,144000.0
JERRY ICO,143977.5
Avila Medical & Hospital Supplies,143876.0
SCIENTIFIC BIOTECH SPECIALTIES INC.,143370.0
Blessed St. John Pharma & General Mdse.,143250.0
YMV Catering Services,143220.0
"Medical Center Trading Corporation, Sotera Pharma",143200.0
KNOPPER TRADING,142706.84
"REBMANN, INC.",142250.0
"TACURONG FIT MART, INCORPORATED",141898.75
GENRUZ GEN. MDSE.,141505.0
R. E PHARMACEUTICALS,141500.0
CHEMTECH PHILIPPINES INDUSTRIAL CO.,141250.0
JKQ UNIFORM SOLUTION INC.,141120.0
Caloocan Gas Corp.,140997.65000000002
"Citi Hardware Gensan, Inc.",140850.0
JUAN CARLO GASOLINE STATION,140809.0
ONE MALL O' POLY WORLD INC.,140782.0
"SURGICO PHILS., INC",140000.0
MULTI--TEKNIKA DMDS,140000.0
Morning Star Marketing,140000.0
PRINCEMARK DRUGMARK DITRBUTOR,140000.0
Innercore Healthcare Ent. Inc.,140000.0
Deokma Eight Trading Inc,140000.0
Amrox Medical Systems Sales & Services,139960.0
ACW Enterprise,139910.0
NEGROS BROADCASTING % PUBLISHING CORP. / BAI RADIO DYEM FM,139300.0
MIAS LUMBER ENTERPRISES,138856.66
"East-West Seed Company ,Inc.",138829.0
DALTHAN PRINTING PRESS,138633.0
Johann's Cuisine,138140.0
GLIDS RESTAURANT,138000.0
Piddig Basi Multipurpose Cooperative,138000.0
Marianne Ivory Agri Supply,137900.0
E & M Trading,137500.0
EC II Construction,137370.5
SIR DAN ENTERPRISES,137280.0
JD'S Drug Distribution & Convenience Store,137250.0
Aphio General Merchandise,137207.4
ASHER ALLIED MARKETING,137070.0
M-Plaza Catering Services,136780.0
ARC NAGUILIAN PATRON,136765.17
Farmacia De Lorenzo,136710.0
COBELLIAM CORP.,136500.0
Norberto T. Tuquero,136500.0
Shell Station Tabuk Branch,136404.0
"Medisafe Philippines, Inc.",136320.0
OGGASIR CORPORATION,136288.0
"EL GRANDE MEDIKO, INC.",136130.0
GOLDEN WINGS TRADING,135950.0
Manolo Magpantay Eatery,135500.0
GABRIELâ€™S CATERING AND SERVICES,135322.5
JMT Biomed Tech Medical Services and Supply,135300.0
Hopps Marketing Inc.,135265.0
HEBBORN ANALYTICS INCORPORATED,135250.0
"Mapecon Philippines, Inc.",135000.0
rainphil inc,135000.0
JOEL'S LECHON MANOK,135000.0
be,134650.0
Medical Test Systems Inc.,134124.0
Euromed Lab,134100.0
"La Trinidad MJ Traders, Inc.",133614.0
"Almar's General Mdse., Syldondale Variety Store, and Roadside General Mdse",133525.0
GT Markets Corporation,133155.0
THREE A AND K FOOD HOUSE,133100.0
MULADBUCAD SNALL WATERS IRRIGATORS SYSTEM ASSOCIATION.,133000.0
HARDY MAKETING ENTERPRISES,132904.4
Bleest MPC,132800.0
SOUTHSIDE BIOMEDICAL SALES & SERVICES CO. LTD,132226.0
Lausan's Store,132005.0
I.O.S Marketing Corporation,132000.0
LINCKT ENTERPRISES,132000.0
EJB Trapal Center,132000.0
"CME MEBDIO MARKETING, INC.",131500.0
JERRON S. BERAY,131000.0
IIC ELECTRICAL HARDWARE CONSTRUCTION SUPPLIES,130912.7
"INTERNATIONAL CHEMICAL INDUSTRIES, INC.",130820.0
Garden Party Venue and Suites,130800.0
Unilab Inc,130600.0
IMMUNODIAGNOSTIC BIOMEDICAL LABORATORY SUPPLIES (IMBIOLAB),130250.0
"Golden Bat (Far East), Inc.",130059.0
"CE-LOGIC, INC.",130000.0
KCC MALL DE ZAMBOANGA,130000.0
KDV ENTERPRISES,130000.0
One Agno Medical Solutions,130000.0
LUZON QUICK-SERVE TRADING CORP.,130000.0
INFOWORX INC,129975.0
Joem's School Office Supplies and Equipment,129750.0
F.E.G. GENERAL MERCHANDISE,129500.0
"CAPITOL MILLING COMPANY, INC.",129412.0
Asian Safety Products and General Merchandise,129200.0
FLORDELIZ PRINTING SERVICES,129121.76
Medifherv Lifescience Diagnostic Supplies,129000.0
Happy Med Health & Wellness,128848.5
VIBO MOTOR PARTS,128824.0
ARMODE AVERTISEMENT MARKETING,128800.0
"HLH Marketing, Inc.",128800.0
ARC NAGUILIAN PETRON STATION,128607.12
COLENT MARKETING PHILS.,128130.8
JOHNREY RICARDO,128000.0
ELLA L. DEPAYNOS,128000.0
MIKKO'S AGRICULTURAL & POULTRY SUPPLY,127908.0
Virac Junction Hardware,127754.5
SAGADIAN TOURIST TRANSPORT COOPERATIVE,127500.0
BJ2 FOODS CORPORATION,127400.0
BICOL FOOD DELIGHTS CATERING SERVICES,127250.0
RG FOODS & GENERAL MERCHANDISE,127200.0
Rhyanna'z Food Hub,127200.0
Santa Maria Agrarian Reform Community Cooperative (SMARCC),127200.0
Reygeric Feeds and Rice Retailing,127196.16
TUMBAG I BUCAL IRRIGATORS ASSOCIATION (TIBIA),126880.0
"WILCON DEPOT, INC",126850.0
Tri Peak Ads Designs and Concepts,126755.4
L.LIM ENTERPRISES,126000.0
CAC HOTEL MANAGEMENT INC.,126000.0
VERONALDO'S FARM CORP.,126000.0
"NEGROS GT GROUP, INC.",126000.0
Rigel Laser toner marketing,126000.0
DINGLE MULTI-PURPOSE COOPERATIVE,126000.0
JERRY ANN MOLINA,126000.0
"Jenra Mall Supermarket (Sto. Rosario, Angeles City Branch)",125922.9
Holiday Inn Express Hotel,125100.0
ASAF Angelie's Tailoring Shop,125000.0
SCPD Printing Services,125000.0
N.D. Delos Reyes Enterprises,125000.0
Rodolfo P. Montaniel,125000.0
MULTIHEALTH SOLUTION ENTERPRISES,124800.0
LA SUERTE MEGA WAREHOUSE,124678.56999999999
Tria Ricemill,124600.0
New Tuguegarao Bombay Bazaar,124132.0
Escada Medical Supply,124000.0
AGF Elitgroup Distribution Inc.,123697.0
NICODEMUS-NIC EXCLUSIVE APPAREL,122824.0
LILEI'S CATERING SERVICES,122760.0
Elmer Pagunsan,122500.0
ORO COMPUTER CENTER,122500.0
Laxmi Automotive Services and Parts,122440.0
ST. DANIEL OF PADUA PHARMACY,122403.0
GE GENERAL MERCHANDISE,122370.0
CITIHARDWARE DUMAGUETE,122283.05
JONIK TRADING & CONSTRUCTION,122010.0
JEM & FERDS GE. MERCHANDIZE,122000.0
Murex Diagnostic Products Specialist,121568.74
Batangas Dairy Farm Tech. Inc.,121000.0
Euro-Med Laboratories Philippines Inc,120600.0
OXFORD DISTRIBUTIONS INC.,120500.0
OXFORD DISTRIBUTION INC.,120500.0
CENTER POINT SALES AND TRADING INC,120400.0
WILLIAM L. LORENZO,120000.0
R-APC Enterprise,120000.0
DELCA SYSTEMS TECHNOLOGY,120000.0
Elpidio Siudad,120000.0
By Faith Enterprises,120000.0
"EURO-MED LAB PHILS., INC>",120000.0
"Biocare Health Resources, Inc.",119992.0
J & J Medical Supplies,119800.0
"IDS MEDICAL SYSTEMS PHILIPPINES, INC",119494.0
Philippine Duplicators,119130.0
Villahermosa Shopper's Mart,118612.0
Anatole Helios International Inc.,118000.0
M7J CONSTRUCTION SUPPLY,117885.0
RCG CITY HOME APPLIANCE & FURNITURE CENTER,117784.0
"CHEMTRUST GLOBAL MARKET, INC.",117760.0
Levins International Corporation,117370.0
Super Lion Trading,117000.0
One Nine One Trading,116480.0
Parik-CARP Multi-Purpose Cooperative,116350.0
MAPORONG FARMERS ASSOCIATION INC.,115900.0
Solaire Service Station,115822.5
S-E Hotel and Residence,115700.0
MDST Pharma,115420.36
HRRO8MRS17 TRADING CORP.,115370.0
SOUTH STAR DRUG INC,115334.8
Twis Trading,115317.5
Belman Laboratories,115000.0
Lily's Restobar,115000.0
MRL Cybertec Corporation,114850.0
Pecson Meat Stall/ Carmelita Pecson,114583.0
MAGOFEM MPC,114555.0
Mokoy Store,114400.0
MEDIX JR. MARKETING,114360.0
LUBIEL TRADING,114300.0
PHARMASTAR INT'L. TRADING CORP.,114000.0
CHUYTE ORDOÃ‘EZ STORE,113885.0
MICAGAS INDUSTRIAL CORPORATION,113750.0
LAOAG NEWTON CONSTRUCTION SUPPLY,113741.0
JAMMS PARTY NEEDS SHOP,113600.0
Amianan Supermarket,113280.0
EYE CONTACT OPTICAL MEDICAL SUPPLY AND GEN. MDSE.,113000.0
ALDA DOLTEO,113000.0
J.M Lacorte Construction,112925.0
Qualitywise Tiles and Home Accessories Co.,112781.16
OMIE ALCANTARA BIGASAN STORE,112750.0
Modern Scribe Printing Solutions Inc.,112684.6
"BEROVAN MARKETING,INC",112500.0
G Chemtrading Corporation,112500.0
IMES ENTERPRISES,112500.0
ZAR CATERING SERVICES,112500.0
BNO MEDLAB TRADING,112090.0
WELD POWERTOOLS INDUSTRIAL MACHINERY CORP,112000.0
Intermed Pharma and Medical,112000.0
Cleanallogy Laundry and Cleaning Services,111947.0
CHEQ FOODS,111000.0
VERALIZ MARKETING,110700.0
Sebio Educational Supply,110650.0
NUMANCIA PETRON'S STOP SHOP,110581.4
Dingle Multi-Purpose Cooperative,110450.0
Rayos Trading,110433.0
META GENERAL MERCHANDISE,110332.0
NUEVA SEGOVIA CONSORTIUM OF COOPERATIVES,110000.0
KING NJP GENERAL MDSE.,110000.0
"Carewell Bio-Medical Systems, Co.",110000.0
VITA J 88,110000.0
Ariel And Roda Store,110000.0
PALAWAN INDUSTRIAL GASES SUPPLY,110000.0
S.K.NATRAJ CORPORATION,110000.0
Mimosa Citycapes Inc.,110000.0
"IDS MEDICAL SYSTEMS PHILIPPINES, INC.",110000.0
Fema's Restaurant,109871.0
JERA WEBCOM SOLUTIONS & PRINTING SERVICES,109800.0
RNCJ Design and Print,109800.0
GHS Food Stall,109770.0
DIPOLOG SAVER'S MART,109705.0
UNI-ART SUPPLY,109400.0
DAVAST PHARMACEUTICAL PRODUCT DISTRIBUTION,109250.0
RSJ 31 Trading,109250.0
BETHEL'S KARAN-AN AND CATERING SERVICES,108900.0
Bauertek Corporation,108864.0
"New Anos Trading, Ipil, Zamboanga Sibugay",108750.0
GENRUZ CONST. AND SUPPLY,108600.0
EAST TRADER CONSTRUCTION & SUPPLY,108340.0
Double Eighteen Marketing,107850.0
Bioscopic Diagnostic Laboratory,107750.0
WLC Drugstore,107460.0
WR and C Duty Free Corp.,107330.0
PRESTIGE MEDICAL SUPPLY,107300.0
"Esco Unified Solutions, Inc.",107046.45
JRL Supply Center,107038.0
Sybico Petron Station,106699.85
GINA BORGUETA,106504.4
GILLEAN TRADING,106200.0
Mr. Rexon Maxilom,106150.0
77CSV CORPORTATION,106032.5
SIMON DESIGNS LIFESTYLE AND TRAVEL,106000.0
ISLAND SUPERMARKET,105606.29999999999
M3C Trading,105600.0
JJ UPHOLSTERY SHOP,105345.0
"HIDOK,INC",105200.0
EXCELIFE MED TRADING,105000.0
CTA LIQUID ANALYSIS RESOURCES,105000.0
GABI GROUP INC.,105000.0
CHANZ MOTORS & GENERAL MERCHANDISE,105000.0
SONRISE MULTIPURPOSE COOPERATIVE,105000.0
